"No.","Time","Source","Destination","Protocol","Length","Info"
"447","5.708618","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"448","5.708620","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"451","5.709707","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"452","5.714815","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"453","5.714818","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"454","5.714819","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data"
"455","5.714820","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"456","5.714821","216.58.208.227","172.16.254.128","TLSv1.2","1359","Application Data, Application Data"
"458","5.714991","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"459","5.716011","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"464","5.884062","172.16.254.128","216.58.208.227","TLSv1.2","322","Application Data"
"466","5.896807","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"467","5.896835","216.58.208.227","172.16.254.128","TLSv1.2","165","Application Data"
"468","5.896859","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"470","5.899561","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"471","5.905473","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"472","5.905543","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"473","5.905604","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"474","5.905657","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"475","5.905704","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"476","5.905745","216.58.208.227","172.16.254.128","TLSv1.2","1154","Application Data"
"477","5.905781","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"478","5.905812","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"479","5.906541","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"480","5.906542","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"481","5.906544","216.58.208.227","172.16.254.128","TLSv1.2","1412","Application Data[TCP segment of a reassembled PDU]"
"482","5.906545","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"483","5.906546","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"484","5.906547","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"485","5.906548","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"487","5.909077","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"489","5.915143","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"490","5.915150","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"491","5.915151","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"492","5.915154","216.58.208.227","172.16.254.128","TLSv1.2","1274","Application Data"
"493","5.915156","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"494","5.915158","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"495","5.915161","216.58.208.227","172.16.254.128","TLSv1.2","1216","Application Data"
"496","5.915163","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"499","5.918869","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"500","5.918872","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"501","5.918873","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"503","5.920313","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"504","5.920722","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"506","5.923501","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"507","5.923504","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"508","5.923504","216.58.208.227","172.16.254.128","TLSv1.2","1334","Application Data"
"510","5.927399","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"511","5.927401","216.58.208.227","172.16.254.128","TLSv1.2","1412","Application Data[TCP segment of a reassembled PDU]"
"512","5.927402","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"514","5.929344","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"515","5.929509","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"517","5.934126","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"518","5.934128","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"520","5.938216","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"521","5.938223","216.58.208.227","172.16.254.128","TLSv1.2","1327","Application Data, Application Data"
"523","5.939986","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"530","6.057985","172.16.254.128","216.58.208.238","TLSv1.2","571","Client Hello"
"532","6.071664","216.58.208.238","172.16.254.128","TLSv1.2","207","Server Hello, Change Cipher Spec, Hello Request, Hello Request"
"533","6.073381","172.16.254.128","216.58.208.238","TLSv1.2","270","Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"535","6.074540","172.16.254.128","216.58.208.238","TLSv1.2","107","Application Data"
"536","6.074672","172.16.254.128","216.58.208.238","TLSv1.2","104","Application Data"
"538","6.074784","172.16.254.128","216.58.208.238","TLSv1.2","96","Application Data"
"541","6.075264","172.16.254.128","216.58.208.238","TLSv1.2","643","Application Data"
"543","6.094747","216.58.208.238","172.16.254.128","TLSv1.2","152","Application Data, Application Data"
"544","6.095076","172.16.254.128","216.58.208.238","TLSv1.2","92","Application Data"
"546","6.108501","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data, Application Data"
"547","6.108502","216.58.208.238","172.16.254.128","TLSv1.2","299","Application Data"
"549","6.108640","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"550","6.109232","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"552","6.110098","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"553","6.110574","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"555","6.111456","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"556","6.111457","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"558","6.115791","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"559","6.117917","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data"
"560","6.117918","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"561","6.117919","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"562","6.117919","216.58.208.238","172.16.254.128","TLSv1.2","1274","Application Data"
"563","6.117919","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"565","6.119758","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"566","6.120122","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"568","6.123181","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"569","6.123183","216.58.208.238","172.16.254.128","TLSv1.2","1472","Application Data"
"571","6.123860","216.58.208.238","172.16.254.128","TLSv1.2","1436","Application Data"
"572","6.123977","216.58.208.238","172.16.254.128","TLSv1.2","1472","Application Data"
"574","6.124515","216.58.208.238","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"575","6.127503","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"576","6.127504","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"577","6.127504","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"578","6.127505","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"579","6.127505","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"580","6.127506","216.58.208.238","172.16.254.128","TLSv1.2","1000","Application Data"
"581","6.127506","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"583","6.130779","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data"
"584","6.130780","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"585","6.130780","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"586","6.130781","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"587","6.130781","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"588","6.130782","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"589","6.130782","216.58.208.238","172.16.254.128","TLSv1.2","1220","Application Data[TCP segment of a reassembled PDU]"
"590","6.130782","216.58.208.238","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"593","6.132130","216.58.208.238","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"594","6.134233","172.16.254.128","216.58.208.238","TLSv1.2","96","Application Data"
"596","6.138151","216.58.208.238","172.16.254.128","TLSv1.2","456","Application Data, Application Data"
"597","6.138655","172.16.254.128","216.58.208.238","TLSv1.2","100","Application Data"
"1164","9.283829","172.16.254.128","54.227.250.135","TLSv1.2","571","Client Hello"
"1176","9.390358","54.227.250.135","172.16.254.128","TLSv1.2","1502","Server Hello"
"1183","9.402682","54.227.250.135","172.16.254.128","TLSv1.2","1502","Certificate[TCP segment of a reassembled PDU]"
"1184","9.403307","54.227.250.135","172.16.254.128","TLSv1.2","482","Server Key Exchange, Server Hello Done"
"1189","9.426790","172.16.254.128","54.227.250.135","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request"
"1210","9.532008","54.227.250.135","172.16.254.128","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1211","9.533221","172.16.254.128","54.227.250.135","TLSv1.2","1665","Application Data"
"1263","9.793869","54.227.250.135","172.16.254.128","TLSv1.2","597","Application Data"
"1653","22.613088","172.16.254.128","54.227.250.135","TLSv1.2","571","Client Hello"
"1677","22.750086","54.227.250.135","172.16.254.128","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"1678","22.750619","172.16.254.128","54.227.250.135","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"1682","22.756925","172.16.254.128","54.227.250.135","TLSv1.2","571","Client Hello"
"1685","22.892591","54.227.250.135","172.16.254.128","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"1686","22.893264","172.16.254.128","54.227.250.135","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"1813","24.940500","172.16.254.128","216.58.208.206","SSL","55","Continuation Data"
"1966","31.287282","172.16.254.128","216.58.208.227","TLSv1.2","210","Application Data"
"1967","31.287608","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"1970","31.305914","216.58.208.227","172.16.254.128","TLSv1.2","100","Application Data"
"1971","31.317246","216.58.208.227","172.16.254.128","TLSv1.2","132","Application Data"
"1973","31.317561","216.58.208.227","172.16.254.128","TLSv1.2","666","Application Data, Application Data"
"1974","31.324732","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"1976","31.410375","172.16.254.128","216.58.208.227","TLSv1.2","211","Application Data"
"1978","31.438605","216.58.208.227","172.16.254.128","TLSv1.2","132","Application Data"
"1979","31.447565","216.58.208.227","172.16.254.128","TLSv1.2","673","Application Data"
"1980","31.447566","216.58.208.227","172.16.254.128","TLSv1.2","100","Application Data"
"1982","31.452860","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"1984","31.512790","172.16.254.128","216.58.208.227","TLSv1.2","212","Application Data"
"1986","31.562870","216.58.208.227","172.16.254.128","TLSv1.2","109","Application Data"
"1987","31.563283","216.58.208.227","172.16.254.128","TLSv1.2","513","Application Data"
"1988","31.563284","216.58.208.227","172.16.254.128","TLSv1.2","100","Application Data"
"1990","31.563967","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"1992","31.593021","172.16.254.128","216.58.208.227","TLSv1.2","212","Application Data"
"1994","31.647815","216.58.208.227","172.16.254.128","TLSv1.2","647","Application Data, Application Data, Application Data"
"1995","31.648334","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2003","32.195924","172.16.254.128","216.58.208.227","TLSv1.2","185","Application Data"
"2006","32.267687","216.58.208.227","172.16.254.128","TLSv1.2","143","Application Data"
"2007","32.268436","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2010","32.273683","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2011","32.273685","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2012","32.273685","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2013","32.273686","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2014","32.273687","216.58.208.227","172.16.254.128","TLSv1.2","1214","Application Data"
"2016","32.274026","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2017","32.274331","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2019","32.274591","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2020","32.276634","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2021","32.276634","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2022","32.276636","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2023","32.276637","216.58.208.227","172.16.254.128","TLSv1.2","1114","Application Data"
"2025","32.276736","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2026","32.277638","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2027","32.277639","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2029","32.279011","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2030","32.279013","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2032","32.282650","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2033","32.282651","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"2035","32.284923","216.58.208.227","172.16.254.128","TLSv1.2","1095","Application Data"
"2039","32.289631","172.16.254.128","216.58.208.227","TLSv1.2","267","Client Hello"
"2041","32.318064","216.58.208.227","172.16.254.128","TLSv1.2","1472","Server Hello"
"2044","32.323648","216.58.208.227","172.16.254.128","TLSv1.2","1130","Certificate, Server Key Exchange, Server Hello Done"
"2045","32.330133","172.16.254.128","216.58.208.227","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request"
"2047","32.330932","172.16.254.128","216.58.208.227","TLSv1.2","107","Application Data"
"2049","32.331319","172.16.254.128","216.58.208.227","TLSv1.2","104","Application Data"
"2051","32.331971","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2052","32.332273","172.16.254.128","216.58.208.227","TLSv1.2","263","Application Data"
"2055","32.341622","216.58.208.227","172.16.254.128","TLSv1.2","300","New Session Ticket, Change Cipher Spec, Hello Request, Hello Request"
"2056","32.342357","216.58.208.227","172.16.254.128","TLSv1.2","152","Application Data, Application Data"
"2058","32.342889","172.16.254.128","216.58.208.227","TLSv1.2","92","Application Data"
"2060","32.352886","216.58.208.227","172.16.254.128","TLSv1.2","92","Application Data"
"2061","32.361233","216.58.208.227","172.16.254.128","TLSv1.2","313","Application Data"
"2063","32.362250","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2064","32.362450","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2066","32.363309","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"2067","32.364290","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2069","32.364780","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2070","32.365734","216.58.208.227","172.16.254.128","TLSv1.2","1418","Application Data"
"2071","32.365735","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2073","32.366119","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2074","32.366666","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2076","32.369641","216.58.208.227","172.16.254.128","TLSv1.2","1400","Application Data"
"2077","32.370048","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2079","32.370473","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2080","32.370730","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2082","32.371614","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2083","32.372110","216.58.208.227","172.16.254.128","TLSv1.2","1382","Application Data"
"2085","32.372831","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2086","32.372833","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"2088","32.373439","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2089","32.373893","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"2091","32.374274","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2092","32.375061","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2093","32.375062","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"2095","32.375701","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2096","32.376397","216.58.208.227","172.16.254.128","TLSv1.2","606","Application Data"
"2098","32.376898","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2099","32.377623","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2101","32.378031","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"2102","32.378409","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2104","32.379234","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2105","32.379628","216.58.208.227","172.16.254.128","TLSv1.2","582","Application Data, Application Data"
"2107","32.380190","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2108","32.380300","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2111","32.438911","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2112","32.438993","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2114","32.439627","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2115","32.439846","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2117","32.440879","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2118","32.441280","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2120","32.444096","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2121","32.444098","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"2123","32.445057","216.58.208.227","172.16.254.128","TLSv1.2","1095","Application Data"
"2124","32.447312","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2126","32.453358","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2127","32.453645","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2129","32.454614","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2130","32.455529","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2131","32.455531","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2132","32.455532","216.58.208.227","172.16.254.128","TLSv1.2","96","Application Data"
"2134","32.458511","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2135","32.459324","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2137","32.460177","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2138","32.460179","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"2140","32.460573","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2141","32.460724","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"2143","32.461337","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2144","32.461846","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2146","32.462157","216.58.208.227","172.16.254.128","TLSv1.2","209","Application Data"
"2147","32.462597","216.58.208.227","172.16.254.128","TLSv1.2","100","Application Data"
"2149","32.462895","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2151","32.539341","172.16.254.128","216.58.208.227","TLSv1.2","150","Application Data"
"2153","32.558034","216.58.208.227","172.16.254.128","TLSv1.2","177","Application Data"
"2154","32.558600","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2156","32.558731","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2157","32.560604","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2158","32.560606","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2159","32.560607","216.58.208.227","172.16.254.128","TLSv1.2","1334","Application Data"
"2160","32.560608","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2162","32.561759","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2163","32.564863","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2164","32.570929","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2165","32.570930","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2166","32.570931","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2167","32.570931","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2168","32.570933","216.58.208.227","172.16.254.128","TLSv1.2","1013","Application Data, Application Data"
"2171","32.571687","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2173","32.583172","172.16.254.128","216.58.208.227","TLSv1.2","150","Application Data"
"2174","32.583505","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2177","32.593425","216.58.208.227","172.16.254.128","TLSv1.2","183","Application Data"
"2178","32.594646","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2179","32.594647","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"2181","32.595212","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2182","32.607830","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2183","32.607832","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2184","32.607832","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2185","32.607833","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2186","32.607833","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2187","32.607834","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2188","32.607834","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2189","32.607835","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2190","32.607835","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2191","32.607836","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2192","32.607836","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2193","32.607837","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2194","32.607837","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2195","32.607838","216.58.208.227","172.16.254.128","TLSv1.2","674","Application Data[TCP segment of a reassembled PDU]"
"2197","32.608183","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2199","32.608772","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2200","32.608773","216.58.208.227","172.16.254.128","TLSv1.2","1376","Application Data[TCP segment of a reassembled PDU]"
"2203","32.612053","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2204","32.612058","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"2205","32.612061","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2206","32.612063","216.58.208.227","172.16.254.128","TLSv1.2","1222","Application Data"
"2207","32.612064","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2209","32.613159","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2210","32.614494","216.58.208.227","172.16.254.128","TLSv1.2","576","Application Data, Application Data, Application Data"
"2211","32.614933","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2218","32.702234","172.16.254.128","173.194.65.94","TLSv1.2","270","Client Hello"
"2220","32.705336","172.16.254.128","216.58.208.227","TLSv1.2","237","Application Data"
"2222","32.741689","216.58.208.227","172.16.254.128","TLSv1.2","185","Application Data"
"2223","32.742272","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2225","32.743080","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2226","32.743637","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"2228","32.744312","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2229","32.745524","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2230","32.745525","216.58.208.227","172.16.254.128","TLSv1.2","1376","Application Data"
"2232","32.745855","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2233","32.747681","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2234","32.747683","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2235","32.747684","216.58.208.227","172.16.254.128","TLSv1.2","1352","Application Data[TCP segment of a reassembled PDU]"
"2237","32.747815","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2238","32.749300","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2239","32.749301","216.58.208.227","172.16.254.128","TLSv1.2","1376","Application Data[TCP segment of a reassembled PDU]"
