"Length","source-destination"
1388,"198.41.208.145,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
54,"172.16.254.128,198.41.208.122"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
921,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
135,"198.41.208.122,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
450,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
135,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
1343,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
1447,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1007,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
336,"198.41.208.122,172.16.254.128"
514,"172.16.254.128,198.41.208.145"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
60,"198.41.208.145,172.16.254.128"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
514,"172.16.254.128,198.41.208.145"
514,"172.16.254.128,198.41.209.145"
60,"198.41.208.145,172.16.254.128"
60,"198.41.209.145,172.16.254.128"
514,"172.16.254.128,198.41.208.145"
514,"172.16.254.128,198.41.209.145"
60,"198.41.208.145,172.16.254.128"
60,"198.41.209.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
560,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1345,"198.41.208.145,172.16.254.128"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
336,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
928,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
364,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
103,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.209.145,172.16.254.128"
1514,"198.41.209.145,172.16.254.128"
54,"172.16.254.128,198.41.209.145"
586,"172.16.254.128,174.129.223.41"
1054,"198.41.209.145,172.16.254.128"
60,"174.129.223.41,172.16.254.128"
393,"172.16.254.128,216.58.208.238"
60,"216.58.208.238,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
532,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
560,"172.16.254.128,104.16.12.8"
60,"104.16.12.8,172.16.254.128"
508,"172.16.254.128,198.41.208.122"
60,"198.41.208.122,172.16.254.128"
520,"172.16.254.128,198.41.208.122"
60,"198.41.208.122,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1406,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"216.58.208.238,172.16.254.128"
1514,"216.58.208.238,172.16.254.128"
1514,"216.58.208.238,172.16.254.128"
1346,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
1472,"216.58.208.238,172.16.254.128"
1472,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
1472,"216.58.208.238,172.16.254.128"
1472,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1314,"198.41.208.145,172.16.254.128"
1472,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
1472,"216.58.208.238,172.16.254.128"
1472,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
896,"216.58.208.238,172.16.254.128"
503,"172.16.254.128,198.41.208.122"
60,"198.41.208.122,172.16.254.128"
520,"172.16.254.128,198.41.208.122"
400,"172.16.254.128,216.58.208.238"
60,"198.41.208.122,172.16.254.128"
60,"216.58.208.238,172.16.254.128"
1514,"198.41.209.145,172.16.254.128"
1514,"198.41.209.145,172.16.254.128"
469,"198.41.209.145,172.16.254.128"
54,"172.16.254.128,198.41.209.145"
653,"198.41.208.122,172.16.254.128"
1472,"216.58.208.238,172.16.254.128"
1472,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
1054,"198.41.209.145,172.16.254.128"
54,"172.16.254.128,198.41.209.145"
1472,"216.58.208.238,172.16.254.128"
1472,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
1472,"216.58.208.238,172.16.254.128"
1472,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
1472,"216.58.208.238,172.16.254.128"
1472,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
207,"216.58.208.238,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
240,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
84,"172.16.254.128,8.8.8.8"
76,"172.16.254.128,8.8.8.8"
1514,"198.41.208.122,172.16.254.128"
815,"198.41.208.122,172.16.254.128"
387,"174.129.223.41,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
144,"8.8.8.8,172.16.254.128"
92,"8.8.8.8,172.16.254.128"
74,"172.16.254.128,8.8.8.8"
1314,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
66,"172.16.254.128,216.58.208.238"
90,"8.8.8.8,172.16.254.128"
60,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1514,"198.41.208.122,172.16.254.128"
653,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
207,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
515,"172.16.254.128,198.41.208.122"
60,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
591,"198.41.208.122,172.16.254.128"
952,"198.41.208.145,172.16.254.128"
387,"174.129.223.41,172.16.254.128"
54,"172.16.254.128,174.129.223.41"
54,"172.16.254.128,216.58.208.238"
54,"172.16.254.128,198.41.208.122"
509,"172.16.254.128,198.41.208.122"
60,"198.41.208.122,172.16.254.128"
508,"172.16.254.128,198.41.208.122"
60,"198.41.208.122,172.16.254.128"
1209,"172.16.254.128,198.41.209.141"
60,"198.41.209.141,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1220,"198.41.208.145,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
746,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
54,"172.16.254.128,198.41.208.122"
1352,"198.41.208.122,172.16.254.128"
952,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"104.16.12.8,172.16.254.128"
511,"104.16.12.8,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1514,"198.41.208.122,172.16.254.128"
1386,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
415,"172.16.254.128,216.58.208.238"
60,"216.58.208.238,172.16.254.128"
1352,"198.41.208.122,172.16.254.128"
54,"172.16.254.128,198.41.208.122"
1153,"216.58.208.238,172.16.254.128"
71,"172.16.254.128,8.8.8.8"
69,"172.16.254.128,8.8.8.8"
79,"172.16.254.128,8.8.8.8"
101,"8.8.8.8,172.16.254.128"
85,"8.8.8.8,172.16.254.128"
76,"172.16.254.128,8.8.8.8"
95,"8.8.8.8,172.16.254.128"
73,"172.16.254.128,8.8.8.8"
71,"172.16.254.128,8.8.8.8"
117,"8.8.8.8,172.16.254.128"
1153,"216.58.208.238,172.16.254.128"
54,"172.16.254.128,216.58.208.238"
75,"172.16.254.128,8.8.8.8"
176,"8.8.8.8,172.16.254.128"
286,"8.8.8.8,172.16.254.128"
125,"8.8.8.8,172.16.254.128"
1514,"198.41.209.141,172.16.254.128"
982,"198.41.209.141,172.16.254.128"
54,"172.16.254.128,198.41.209.141"
544,"172.16.254.128,198.41.208.147"
60,"198.41.208.147,172.16.254.128"
1514,"198.41.208.147,172.16.254.128"
1514,"198.41.208.147,172.16.254.128"
1514,"198.41.208.147,172.16.254.128"
54,"172.16.254.128,198.41.208.147"
1287,"198.41.208.147,172.16.254.128"
1287,"198.41.208.147,172.16.254.128"
54,"172.16.254.128,198.41.208.147"
533,"172.16.254.128,216.58.211.74"
60,"216.58.211.74,172.16.254.128"
504,"172.16.254.128,104.16.13.8"
60,"104.16.13.8,172.16.254.128"
514,"172.16.254.128,198.41.208.145"
60,"198.41.208.145,172.16.254.128"
561,"172.16.254.128,174.129.223.41"
60,"174.129.223.41,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
54,"172.16.254.128,216.58.211.74"
1472,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
54,"172.16.254.128,216.58.211.74"
1472,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
54,"172.16.254.128,216.58.211.74"
1472,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
54,"172.16.254.128,216.58.211.74"
1472,"216.58.211.74,172.16.254.128"
1514,"216.58.211.74,172.16.254.128"
1514,"216.58.211.74,172.16.254.128"
1514,"216.58.211.74,172.16.254.128"
1346,"216.58.211.74,172.16.254.128"
54,"172.16.254.128,216.58.211.74"
1472,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
1514,"216.58.211.74,172.16.254.128"
1430,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
54,"172.16.254.128,216.58.211.74"
1472,"216.58.211.74,172.16.254.128"
1472,"216.58.211.74,172.16.254.128"
54,"172.16.254.128,216.58.211.74"
1109,"216.58.211.74,172.16.254.128"
54,"172.16.254.128,216.58.211.74"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
1514,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"198.41.208.145,172.16.254.128"
1198,"198.41.208.145,172.16.254.128"
54,"172.16.254.128,198.41.208.145"
1514,"104.16.13.8,172.16.254.128"
1514,"104.16.13.8,172.16.254.128"
54,"172.16.254.128,104.16.13.8"
1514,"104.16.13.8,172.16.254.128"
1514,"104.16.13.8,172.16.254.128"
1514,"104.16.13.8,172.16.254.128"
54,"172.16.254.128,104.16.13.8"
949,"104.16.13.8,172.16.254.128"
387,"174.129.223.41,172.16.254.128"
949,"104.16.13.8,172.16.254.128"
54,"172.16.254.128,104.16.13.8"
81,"172.16.254.128,8.8.8.8"
73,"172.16.254.128,8.8.8.8"
71,"172.16.254.128,8.8.8.8"
80,"172.16.254.128,8.8.8.8"
89,"8.8.8.8,172.16.254.128"
71,"172.16.254.128,8.8.8.8"
265,"8.8.8.8,172.16.254.128"
103,"8.8.8.8,172.16.254.128"
139,"8.8.8.8,172.16.254.128"
66,"172.16.254.128,54.227.250.135"
320,"8.8.8.8,172.16.254.128"
75,"172.16.254.128,8.8.8.8"
81,"172.16.254.128,8.8.8.8"
76,"172.16.254.128,8.8.8.8"
387,"174.129.223.41,172.16.254.128"
54,"172.16.254.128,174.129.223.41"
167,"8.8.8.8,172.16.254.128"
92,"8.8.8.8,172.16.254.128"
66,"172.16.254.128,54.227.250.135"
271,"8.8.8.8,172.16.254.128"
806,"172.16.254.128,23.21.60.15"
60,"23.21.60.15,172.16.254.128"
60,"54.227.250.135,172.16.254.128"
54,"172.16.254.128,54.227.250.135"
571,"172.16.254.128,54.227.250.135"
60,"54.227.250.135,172.16.254.128"
60,"54.227.250.135,172.16.254.128"
54,"172.16.254.128,54.227.250.135"
1502,"23.21.60.15,172.16.254.128"
1514,"23.21.60.15,172.16.254.128"
67,"23.21.60.15,172.16.254.128"
54,"172.16.254.128,23.21.60.15"
516,"172.16.254.128,104.16.12.8"
60,"104.16.12.8,172.16.254.128"
532,"172.16.254.128,104.16.12.8"
60,"104.16.12.8,172.16.254.128"
1502,"54.227.250.135,172.16.254.128"
1502,"54.227.250.135,172.16.254.128"
54,"172.16.254.128,54.227.250.135"
1254,"54.227.250.135,172.16.254.128"
1198,"104.16.12.8,172.16.254.128"
1502,"54.227.250.135,172.16.254.128"
54,"172.16.254.128,54.227.250.135"
1502,"54.227.250.135,172.16.254.128"
482,"54.227.250.135,172.16.254.128"
54,"172.16.254.128,54.227.250.135"
1514,"104.16.12.8,172.16.254.128"
1265,"104.16.12.8,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
180,"172.16.254.128,54.227.250.135"
60,"54.227.250.135,172.16.254.128"
557,"172.16.254.128,104.16.12.8"
60,"104.16.12.8,172.16.254.128"
1069,"172.16.254.128,23.21.60.15"
60,"23.21.60.15,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
296,"54.227.250.135,172.16.254.128"
1665,"172.16.254.128,54.227.250.135"
60,"54.227.250.135,172.16.254.128"
60,"54.227.250.135,172.16.254.128"
77,"172.16.254.128,8.8.8.8"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
54,"172.16.254.128,104.16.12.8"
1514,"104.16.12.8,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
1514,"104.16.12.8,172.16.254.128"
264,"8.8.8.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
1514,"104.16.12.8,172.16.254.128"
578,"23.21.60.15,172.16.254.128"
54,"172.16.254.128,104.16.12.8"
54,"172.16.254.128,104.16.12.8"
1187,"104.16.12.8,172.16.254.128"
74,"172.16.254.128,8.8.8.8"
578,"23.21.60.15,172.16.254.128"
54,"172.16.254.128,23.21.60.15"
314,"8.8.8.8,172.16.254.128"
597,"54.227.250.135,172.16.254.128"
424,"172.16.254.128,198.41.208.122"
